Training start!
[  1/200] ptime: 1.63 | d_loss: 0.998 | g_loss: 1.624
[  2/200] ptime: 1.45 | d_loss: 0.990 | g_loss: 1.510
[  3/200] ptime: 1.44 | d_loss: 0.875 | g_loss: 1.690
[  4/200] ptime: 1.44 | d_loss: 1.019 | g_loss: 1.522
[  5/200] ptime: 1.41 | d_loss: 1.042 | g_loss: 1.597
[  6/200] ptime: 1.41 | d_loss: 1.105 | g_loss: 1.498
[  7/200] ptime: 1.40 | d_loss: 1.101 | g_loss: 1.467
[  8/200] ptime: 1.40 | d_loss: 1.089 | g_loss: 1.495
[  9/200] ptime: 1.39 | d_loss: 1.107 | g_loss: 1.480
[ 10/200] ptime: 1.40 | d_loss: 1.142 | g_loss: 1.453
[ 11/200] ptime: 1.41 | d_loss: 1.183 | g_loss: 1.286
[ 12/200] ptime: 1.39 | d_loss: 1.203 | g_loss: 1.171
[ 13/200] ptime: 1.40 | d_loss: 1.231 | g_loss: 1.124
[ 14/200] ptime: 1.41 | d_loss: 1.239 | g_loss: 1.123
[ 15/200] ptime: 1.38 | d_loss: 1.227 | g_loss: 1.159
[ 16/200] ptime: 1.39 | d_loss: 1.298 | g_loss: 1.217
[ 17/200] ptime: 1.45 | d_loss: 1.276 | g_loss: 1.138
[ 18/200] ptime: 1.49 | d_loss: 1.246 | g_loss: 1.078
[ 19/200] ptime: 1.45 | d_loss: 1.250 | g_loss: 1.013
[ 20/200] ptime: 1.43 | d_loss: 1.242 | g_loss: 1.022
[ 21/200] ptime: 1.41 | d_loss: 1.246 | g_loss: 1.012
[ 22/200] ptime: 1.51 | d_loss: 1.254 | g_loss: 1.019
[ 23/200] ptime: 1.48 | d_loss: 1.270 | g_loss: 1.039
[ 24/200] ptime: 1.62 | d_loss: 1.252 | g_loss: 1.052
[ 25/200] ptime: 1.41 | d_loss: 1.270 | g_loss: 1.041
[ 26/200] ptime: 1.48 | d_loss: 1.281 | g_loss: 1.030
[ 27/200] ptime: 1.44 | d_loss: 1.278 | g_loss: 0.996
[ 28/200] ptime: 1.67 | d_loss: 1.273 | g_loss: 0.969
[ 29/200] ptime: 1.53 | d_loss: 1.286 | g_loss: 0.951
[ 30/200] ptime: 1.79 | d_loss: 1.288 | g_loss: 0.940
[ 31/200] ptime: 1.73 | d_loss: 1.287 | g_loss: 0.920
[ 32/200] ptime: 1.61 | d_loss: 1.292 | g_loss: 0.916
[ 33/200] ptime: 1.43 | d_loss: 1.296 | g_loss: 0.912
[ 34/200] ptime: 1.49 | d_loss: 1.305 | g_loss: 0.906
[ 35/200] ptime: 1.40 | d_loss: 1.313 | g_loss: 0.892
[ 36/200] ptime: 1.70 | d_loss: 1.313 | g_loss: 0.882
[ 37/200] ptime: 2.23 | d_loss: 1.312 | g_loss: 0.892
[ 38/200] ptime: 2.10 | d_loss: 1.305 | g_loss: 0.888
[ 39/200] ptime: 2.01 | d_loss: 1.304 | g_loss: 0.886
[ 40/200] ptime: 1.60 | d_loss: 1.306 | g_loss: 0.885
[ 41/200] ptime: 1.40 | d_loss: 1.310 | g_loss: 0.882
[ 42/200] ptime: 1.40 | d_loss: 1.303 | g_loss: 0.875
[ 43/200] ptime: 1.41 | d_loss: 1.305 | g_loss: 0.867
[ 44/200] ptime: 1.42 | d_loss: 1.305 | g_loss: 0.869
[ 45/200] ptime: 1.49 | d_loss: 1.308 | g_loss: 0.867
[ 46/200] ptime: 1.39 | d_loss: 1.305 | g_loss: 0.868
[ 47/200] ptime: 1.52 | d_loss: 1.310 | g_loss: 0.867
[ 48/200] ptime: 1.79 | d_loss: 1.306 | g_loss: 0.860
[ 49/200] ptime: 1.44 | d_loss: 1.307 | g_loss: 0.863
[ 50/200] ptime: 1.63 | d_loss: 1.306 | g_loss: 0.859
[ 51/200] ptime: 1.39 | d_loss: 1.310 | g_loss: 0.860
[ 52/200] ptime: 1.50 | d_loss: 1.308 | g_loss: 0.859
[ 53/200] ptime: 1.46 | d_loss: 1.312 | g_loss: 0.856
[ 54/200] ptime: 1.64 | d_loss: 1.311 | g_loss: 0.859
[ 55/200] ptime: 1.62 | d_loss: 1.309 | g_loss: 0.854
[ 56/200] ptime: 1.50 | d_loss: 1.310 | g_loss: 0.851
[ 57/200] ptime: 1.43 | d_loss: 1.308 | g_loss: 0.850
[ 58/200] ptime: 1.48 | d_loss: 1.308 | g_loss: 0.851
[ 59/200] ptime: 1.51 | d_loss: 1.308 | g_loss: 0.851
[ 60/200] ptime: 1.55 | d_loss: 1.308 | g_loss: 0.850
[ 61/200] ptime: 1.52 | d_loss: 1.307 | g_loss: 0.847
[ 62/200] ptime: 1.88 | d_loss: 1.312 | g_loss: 0.851
[ 63/200] ptime: 1.48 | d_loss: 1.310 | g_loss: 0.849
[ 64/200] ptime: 1.48 | d_loss: 1.309 | g_loss: 0.850
[ 65/200] ptime: 1.52 | d_loss: 1.309 | g_loss: 0.845
[ 66/200] ptime: 1.51 | d_loss: 1.306 | g_loss: 0.851
[ 67/200] ptime: 1.91 | d_loss: 1.311 | g_loss: 0.851
[ 68/200] ptime: 1.59 | d_loss: 1.308 | g_loss: 0.847
[ 69/200] ptime: 1.53 | d_loss: 1.310 | g_loss: 0.851
[ 70/200] ptime: 1.84 | d_loss: 1.306 | g_loss: 0.853
[ 71/200] ptime: 1.42 | d_loss: 1.310 | g_loss: 0.850
[ 72/200] ptime: 1.44 | d_loss: 1.305 | g_loss: 0.846
[ 73/200] ptime: 1.78 | d_loss: 1.305 | g_loss: 0.849
[ 74/200] ptime: 1.45 | d_loss: 1.305 | g_loss: 0.851
[ 75/200] ptime: 1.47 | d_loss: 1.304 | g_loss: 0.851
[ 76/200] ptime: 1.65 | d_loss: 1.305 | g_loss: 0.854
[ 77/200] ptime: 1.57 | d_loss: 1.300 | g_loss: 0.853
[ 78/200] ptime: 1.51 | d_loss: 1.304 | g_loss: 0.853
[ 79/200] ptime: 1.50 | d_loss: 1.299 | g_loss: 0.853
[ 80/200] ptime: 1.55 | d_loss: 1.304 | g_loss: 0.853
[ 81/200] ptime: 1.47 | d_loss: 1.301 | g_loss: 0.853
[ 82/200] ptime: 1.40 | d_loss: 1.302 | g_loss: 0.855
[ 83/200] ptime: 1.44 | d_loss: 1.301 | g_loss: 0.852
[ 84/200] ptime: 1.43 | d_loss: 1.300 | g_loss: 0.852
[ 85/200] ptime: 1.47 | d_loss: 1.301 | g_loss: 0.854
[ 86/200] ptime: 1.43 | d_loss: 1.300 | g_loss: 0.851
[ 87/200] ptime: 1.49 | d_loss: 1.303 | g_loss: 0.851
[ 88/200] ptime: 1.49 | d_loss: 1.305 | g_loss: 0.852
[ 89/200] ptime: 1.43 | d_loss: 1.305 | g_loss: 0.849
[ 90/200] ptime: 1.48 | d_loss: 1.305 | g_loss: 0.849
[ 91/200] ptime: 1.42 | d_loss: 1.307 | g_loss: 0.848
[ 92/200] ptime: 1.42 | d_loss: 1.307 | g_loss: 0.846
[ 93/200] ptime: 1.43 | d_loss: 1.306 | g_loss: 0.841
[ 94/200] ptime: 1.42 | d_loss: 1.308 | g_loss: 0.846
[ 95/200] ptime: 1.42 | d_loss: 1.305 | g_loss: 0.846
[ 96/200] ptime: 1.45 | d_loss: 1.308 | g_loss: 0.848
[ 97/200] ptime: 1.40 | d_loss: 1.310 | g_loss: 0.845
[ 98/200] ptime: 1.42 | d_loss: 1.305 | g_loss: 0.843
[ 99/200] ptime: 1.45 | d_loss: 1.312 | g_loss: 0.840
[100/200] ptime: 1.38 | d_loss: 1.310 | g_loss: 0.846
[101/200] ptime: 1.47 | d_loss: 1.308 | g_loss: 0.842
[102/200] ptime: 1.60 | d_loss: 1.306 | g_loss: 0.842
[103/200] ptime: 1.64 | d_loss: 1.306 | g_loss: 0.844
[104/200] ptime: 1.59 | d_loss: 1.307 | g_loss: 0.847
[105/200] ptime: 1.43 | d_loss: 1.305 | g_loss: 0.846
[106/200] ptime: 1.41 | d_loss: 1.307 | g_loss: 0.845
[107/200] ptime: 1.54 | d_loss: 1.308 | g_loss: 0.849
[108/200] ptime: 1.47 | d_loss: 1.302 | g_loss: 0.845
[109/200] ptime: 1.47 | d_loss: 1.305 | g_loss: 0.846
[110/200] ptime: 1.46 | d_loss: 1.304 | g_loss: 0.848
[111/200] ptime: 1.55 | d_loss: 1.300 | g_loss: 0.848
[112/200] ptime: 1.51 | d_loss: 1.303 | g_loss: 0.852
[113/200] ptime: 1.44 | d_loss: 1.302 | g_loss: 0.846
[114/200] ptime: 1.43 | d_loss: 1.301 | g_loss: 0.846
[115/200] ptime: 1.38 | d_loss: 1.303 | g_loss: 0.849
[116/200] ptime: 1.41 | d_loss: 1.302 | g_loss: 0.846
[117/200] ptime: 1.46 | d_loss: 1.303 | g_loss: 0.846
[118/200] ptime: 1.42 | d_loss: 1.303 | g_loss: 0.847
[119/200] ptime: 1.39 | d_loss: 1.299 | g_loss: 0.846
[120/200] ptime: 1.44 | d_loss: 1.302 | g_loss: 0.850
[121/200] ptime: 1.41 | d_loss: 1.301 | g_loss: 0.852
[122/200] ptime: 1.41 | d_loss: 1.301 | g_loss: 0.849
[123/200] ptime: 1.40 | d_loss: 1.301 | g_loss: 0.850
[124/200] ptime: 1.41 | d_loss: 1.301 | g_loss: 0.852
[125/200] ptime: 1.39 | d_loss: 1.298 | g_loss: 0.850
[126/200] ptime: 1.47 | d_loss: 1.301 | g_loss: 0.852
[127/200] ptime: 1.50 | d_loss: 1.299 | g_loss: 0.848
[128/200] ptime: 1.41 | d_loss: 1.296 | g_loss: 0.851
[129/200] ptime: 1.44 | d_loss: 1.298 | g_loss: 0.852
[130/200] ptime: 1.42 | d_loss: 1.297 | g_loss: 0.852
[131/200] ptime: 1.50 | d_loss: 1.296 | g_loss: 0.852
[132/200] ptime: 1.39 | d_loss: 1.297 | g_loss: 0.853
[133/200] ptime: 1.47 | d_loss: 1.297 | g_loss: 0.853
[134/200] ptime: 1.41 | d_loss: 1.298 | g_loss: 0.853
[135/200] ptime: 1.41 | d_loss: 1.294 | g_loss: 0.851
